Customer_Age,Gender,Annual_Income,Purchase_Frequency,Discount_Offered,Product_Category,Marketing_Spend,Seasonal_Demand_Index,Store_Location,Monthly_Sales,Purchase_Decision,Loyalty_Category
34,Female,31197.16,8,27.4,Clothing,7880.98,1.11,Downtown,917.63,Yes,Medium
36,Male,20000.0,6,27.9,Clothing,968.78,0.3,Mall,863.27,Yes,Medium
50,Female,53219.27,8,20.5,Toys,8503.15,1.49,Mall,1164.54,Yes,Medium
27,Female,87871.05,6,0.5,Groceries,1618.72,1.01,Suburban,923.79,Yes,Medium
41,Female,121526.32,11,16.1,Sports,12780.81,0.61,Mall,1645.91,No,High
32,Female,52900.85,5,18.9,Beauty,6173.65,0.69,Airport,803.84,No,Medium
32,Male,54287.1,12,29.8,Home & Garden,7691.81,1.3,Online,1397.87,Yes,Medium
48,Female,118741.68,9,29.9,Beauty,500.0,1.18,Mall,1471.6,Yes,High
44,Female,26183.49,11,25.7,Clothing,4370.53,1.42,Airport,1245.95,Yes,Medium
44,Male,54912.42,6,1.9,Clothing,8605.82,0.8,Airport,981.65,Yes,Medium
50,Male,73347.76,9,28.6,Groceries,9887.69,1.09,Suburban,1514.87,No,Medium
35,Female,83480.19,9,18.4,Groceries,500.0,1.13,Suburban,1274.52,No,High
43,Female,51681.33,9,24.0,Toys,13997.48,1.21,Suburban,1431.97,Yes,Medium
31,Female,67844.65,9,12.2,Groceries,500.0,1.34,Downtown,1109.5,Yes,Medium
38,Female,20000.0,7,9.6,Clothing,4766.31,0.78,Suburban,763.88,No,Medium
33,Female,47984.39,5,13.9,Sports,5910.85,0.97,Suburban,811.04,Yes,Medium
36,Female,83659.45,2,4.4,Groceries,567.78,0.82,Downtown,532.61,No,Medium
42,Male,40806.97,9,10.7,Clothing,500.0,0.98,Downtown,1049.26,No,Medium
25,Male,68682.34,6,25.7,Groceries,7683.54,1.21,Suburban,1215.09,Yes,Medium
60,Male,83382.32,7,1.1,Toys,2427.99,0.5,Mall,835.27,Yes,Medium
22,Female,56189.25,4,4.5,Books,566.47,1.33,Airport,751.1,No,Medium
20,Female,72619.38,9,3.8,Groceries,7191.47,0.66,Suburban,843.52,Yes,Medium
48,Female,41208.05,8,12.1,Groceries,9457.78,0.91,Suburban,871.09,Yes,Medium
44,Male,60141.15,10,29.9,Electronics,4426.22,1.37,Suburban,1402.1,Yes,Medium
42,Female,90478.12,9,5.2,Groceries,879.13,1.1,Downtown,1054.55,No,High
42,Female,72131.19,9,4.4,Sports,500.0,1.1,Downtown,998.15,Yes,Medium
34,Female,49736.27,2,27.5,Groceries,6033.26,0.65,Airport,761.26,No,Medium
24,Female,74597.59,6,26.5,Clothing,3994.09,0.69,Suburban,984.87,No,Medium
35,Male,95326.22,7,1.0,Toys,5260.51,1.28,Airport,969.48,Yes,High
26,Female,23927.52,7,22.6,Books,8388.17,0.82,Mall,763.0,Yes,Medium
46,Male,119049.22,9,19.7,Home & Garden,2847.82,0.85,Downtown,1327.17,No,High
33,Male,56366.37,6,23.0,Electronics,664.89,1.29,Suburban,1091.21,Yes,Medium
25,Female,82495.6,6,14.8,Electronics,14065.66,0.69,Suburban,905.03,No,Medium
31,Female,121343.27,10,29.7,Electronics,3940.17,1.08,Suburban,1555.75,Yes,High
39,Female,33587.81,10,1.3,Home & Garden,4776.38,1.01,Suburban,931.4,No,Medium
28,Female,46771.76,12,7.0,Electronics,13546.11,1.0,Online,1101.22,No,Medium
25,Female,57727.04,8,11.9,Books,13410.72,0.84,Airport,1204.74,No,Medium
37,Female,45065.78,5,13.5,Beauty,4244.27,0.83,Online,741.85,Yes,Medium
37,Female,158771.85,8,27.6,Groceries,1766.34,0.68,Downtown,1480.38,Yes,High
28,Male,43450.13,8,16.8,Groceries,29238.79,1.14,Downtown,1254.26,Yes,Medium
29,Male,50512.79,8,1.4,Sports,5709.95,0.8,Downtown,664.4,No,Medium
37,Male,73861.71,14,12.2,Toys,2624.93,1.29,Suburban,1515.01,Yes,High
18,Male,36558.92,2,12.5,Toys,4103.05,0.93,Suburban,509.33,Yes,Low
18,Male,54716.19,7,29.0,Electronics,2687.85,0.68,Mall,1007.7,No,Medium
26,Male,78157.55,7,18.0,Clothing,10959.92,0.93,Suburban,1210.75,Yes,Medium
32,Male,56462.11,5,19.1,Sports,3293.72,0.88,Online,1030.63,Yes,Medium
38,Female,63644.1,7,21.4,Home & Garden,8672.98,1.3,Online,1068.47,Yes,Medium
52,Male,51179.24,8,23.1,Electronics,9168.42,0.89,Downtown,1069.14,Yes,Medium
45,Female,31273.3,8,19.1,Groceries,8695.81,0.92,Online,1129.93,No,Medium
33,Male,78319.5,12,7.1,Books,6404.06,1.42,Suburban,1392.44,Yes,High
34,Female,160367.26,4,26.2,Clothing,9650.89,1.15,Suburban,1524.32,Yes,High
22,Male,67302.73,6,22.0,Toys,2448.82,1.5,Airport,1019.57,Yes,Medium
34,Male,74636.68,8,22.3,Electronics,608.94,1.38,Downtown,1177.7,Yes,Medium
31,Female,94288.7,9,29.9,Books,9240.2,0.73,Online,1364.26,No,High
38,Male,35351.29,6,24.1,Home & Garden,3447.45,1.3,Mall,896.38,No,Medium
25,Male,156218.76,11,24.9,Clothing,681.25,1.46,Online,1580.79,Yes,High
41,Male,73785.66,6,28.5,Sports,612.6,1.46,Online,1139.49,Yes,Medium
53,Male,150796.08,9,4.5,Books,867.26,1.3,Suburban,1526.7,Yes,High
33,Male,46223.28,12,14.9,Toys,6950.97,1.29,Downtown,1275.08,Yes,Medium
39,Male,165509.89,7,17.4,Groceries,6204.16,0.91,Downtown,1594.94,No,High
43,Female,98256.14,14,9.9,Home & Garden,1139.64,0.75,Suburban,1387.46,Yes,High
30,Female,87928.15,6,25.2,Home & Garden,9384.08,0.89,Downtown,1114.6,Yes,Medium
37,Female,74964.32,9,22.9,Groceries,1651.52,0.5,Airport,1235.74,Yes,Medium
35,Male,58893.79,8,21.6,Toys,7874.83,1.4,Suburban,1241.94,Yes,Medium
36,Female,121542.72,10,29.9,Electronics,3355.03,0.92,Online,1618.16,Yes,High
25,Male,71534.51,9,7.8,Clothing,6575.43,1.39,Mall,1062.46,Yes,Medium
35,Male,24939.81,5,22.1,Groceries,2401.38,0.63,Downtown,828.92,Yes,Low
40,Female,38145.46,7,16.5,Clothing,2131.97,1.32,Suburban,1067.11,No,Medium
52,Male,60768.84,10,9.4,Toys,9205.58,0.85,Suburban,1138.54,No,Medium
46,Male,77866.79,6,4.8,Home & Garden,500.0,0.61,Suburban,719.69,No,Medium
60,Female,64825.94,7,26.9,Groceries,18392.06,1.49,Suburban,1366.05,Yes,Medium
25,Female,122668.48,8,17.9,Books,5223.17,1.33,Downtown,1469.92,Yes,High
45,Female,25139.72,6,24.7,Groceries,2832.43,1.06,Mall,916.24,Yes,Medium
37,Female,71650.06,5,16.4,Groceries,4945.04,1.01,Suburban,1024.14,Yes,Medium
61,Female,26870.0,7,6.6,Electronics,654.76,1.13,Airport,862.1,No,Medium
25,Male,97500.37,4,10.1,Groceries,3608.27,1.06,Airport,890.17,Yes,Medium
24,Male,63610.0,12,11.4,Electronics,21030.47,0.76,Downtown,1226.3,Yes,High
27,Male,82253.42,12,29.2,Home & Garden,1341.16,0.88,Downtown,1419.66,Yes,High
18,Male,43295.92,9,0.2,Groceries,6405.68,1.59,Mall,981.13,No,Medium
28,Male,126435.52,7,29.6,Clothing,2854.39,1.8,Online,1640.27,No,High
25,Female,112265.02,5,29.4,Groceries,5284.35,1.47,Suburban,1250.92,Yes,High
36,Female,89279.52,5,29.9,Clothing,1146.36,1.14,Suburban,1263.19,Yes,Medium
39,Female,62504.68,7,14.3,Toys,3178.78,0.9,Downtown,1100.32,No,Medium
57,Male,89115.09,6,28.9,Electronics,19583.35,0.76,Suburban,1308.29,Yes,Medium
46,Female,46831.39,7,11.9,Toys,1086.35,0.78,Suburban,837.13,Yes,Medium
28,Female,102286.51,9,0.8,Groceries,5059.12,0.83,Suburban,1024.83,Yes,High
24,Female,152130.77,8,6.7,Home & Garden,4285.37,1.65,Mall,1418.54,No,High
40,Male,113898.22,6,28.4,Clothing,4162.64,1.54,Suburban,1367.75,Yes,High
19,Female,46302.63,9,0.4,Beauty,4774.16,1.22,Downtown,1083.74,Yes,Medium
56,Male,79894.63,8,16.4,Clothing,3488.17,0.71,Suburban,1066.95,Yes,Medium
49,Male,34932.91,5,2.3,Groceries,500.0,1.27,Online,544.92,No,Medium
29,Male,88783.0,9,8.6,Beauty,11517.77,0.93,Suburban,1232.33,No,High
18,Female,83538.01,6,2.6,Toys,8771.71,0.35,Online,915.24,No,Medium
51,Female,26182.52,8,25.8,Groceries,956.82,1.09,Suburban,991.35,No,Medium
33,Male,37304.28,6,17.7,Beauty,2665.98,0.75,Suburban,955.5,Yes,Medium
49,Male,57883.39,7,27.1,Sports,7360.33,0.76,Downtown,1165.05,Yes,Medium
18,Male,57372.79,8,20.7,Clothing,19575.72,0.92,Mall,1121.87,No,Medium
27,Male,36425.23,5,29.1,Groceries,15093.68,0.85,Suburban,958.67,Yes,Medium
35,Male,81003.26,8,15.3,Clothing,11480.99,0.99,Mall,1225.89,Yes,Medium
35,Male,75621.21,5,19.2,Clothing,862.1,0.98,Airport,794.15,Yes,Medium
29,Female,60513.44,9,17.3,Sports,12294.74,0.44,Mall,1119.17,No,Medium
42,Male,45700.27,11,14.5,Groceries,10536.94,1.46,Downtown,1105.85,No,Medium
22,Male,112657.65,8,25.4,Electronics,2365.64,0.7,Airport,1390.4,No,High
33,Male,152582.21,6,19.3,Toys,2508.69,0.71,Suburban,1387.43,No,High
36,Female,52364.0,11,24.0,Clothing,3080.09,0.9,Suburban,1269.75,No,Medium
41,Female,49102.82,7,23.6,Beauty,5338.12,0.97,Suburban,969.89,Yes,Medium
43,Female,85251.34,10,5.7,Beauty,1511.17,1.44,Mall,1231.88,Yes,High
21,Male,55756.02,8,19.5,Toys,500.0,1.08,Downtown,997.14,No,Medium
18,Female,62196.67,9,6.0,Books,761.27,1.17,Suburban,907.67,Yes,Medium
50,Male,96527.37,7,17.5,Clothing,2900.13,1.08,Suburban,1138.8,Yes,High
38,Female,25669.97,7,20.3,Groceries,1656.45,1.07,Suburban,960.24,Yes,Medium
26,Female,128914.73,12,29.9,Clothing,7230.57,1.09,Downtown,1731.42,Yes,High
53,Female,69154.3,3,0.9,Clothing,564.11,0.42,Downtown,681.89,No,Medium
36,Female,54285.3,6,2.7,Home & Garden,12472.68,0.93,Downtown,939.5,Yes,Medium
49,Female,63776.38,9,2.3,Electronics,11284.58,1.35,Suburban,1187.19,Yes,Medium
35,Male,65445.3,8,12.0,Beauty,11971.13,2.0,Online,1151.51,Yes,Medium
59,Female,28061.52,8,24.6,Toys,6727.87,0.64,Downtown,929.43,No,Medium
56,Male,140818.12,7,25.3,Groceries,565.84,1.13,Suburban,1314.35,Yes,High
32,Female,68078.59,9,22.1,Groceries,2882.49,0.83,Suburban,1130.92,Yes,Medium
46,Male,83221.11,11,26.9,Groceries,704.39,1.61,Airport,1426.33,Yes,High
42,Male,107315.69,8,9.7,Toys,21990.45,0.59,Downtown,1245.07,No,High
51,Male,40021.58,7,2.6,Home & Garden,2025.11,1.19,Downtown,906.62,Yes,Medium
23,Male,84498.68,8,1.7,Clothing,4401.37,0.58,Downtown,976.18,Yes,Medium
43,Female,58333.67,15,25.6,Groceries,7556.86,0.9,Online,1606.22,No,High
47,Female,101838.21,14,21.9,Groceries,12667.3,0.99,Mall,1507.87,Yes,High
18,Male,23020.53,10,21.0,Beauty,7043.68,1.32,Downtown,1146.33,No,Medium
20,Male,63462.73,6,10.2,Clothing,5612.02,0.68,Suburban,954.59,Yes,Medium
18,Female,49332.82,13,11.4,Electronics,3136.63,1.2,Downtown,1391.35,Yes,Medium
31,Male,82775.45,4,28.7,Toys,4649.42,1.01,Downtown,924.71,Yes,Medium
43,Female,84353.99,4,1.9,Toys,500.0,1.08,Airport,756.69,Yes,Medium
53,Female,46814.22,7,23.2,Toys,10767.49,1.29,Suburban,1245.66,No,Medium
35,Female,46707.89,10,9.3,Groceries,3923.87,0.62,Mall,930.67,No,Medium
54,Female,63096.63,13,1.2,Home & Garden,500.0,1.24,Suburban,1087.5,No,High
18,Male,42592.53,6,22.3,Groceries,12622.53,0.83,Mall,837.56,No,Medium
18,Female,101594.75,10,9.9,Electronics,3359.88,1.33,Suburban,1226.79,No,High
34,Male,55445.27,5,21.7,Groceries,10147.13,1.1,Suburban,850.68,Yes,Medium
39,Male,20000.0,11,21.2,Electronics,9720.64,0.94,Mall,1135.81,No,Medium
34,Female,55289.83,6,16.0,Clothing,8457.35,0.82,Downtown,1029.18,Yes,Medium
18,Male,39675.27,8,23.3,Toys,500.0,1.25,Mall,926.61,Yes,Medium
33,Female,29499.17,4,17.4,Clothing,1418.89,1.38,Online,812.53,Yes,Low
19,Female,35919.73,8,8.6,Toys,10419.17,0.84,Downtown,992.41,No,Medium
43,Female,70435.98,9,22.0,Clothing,11462.73,0.66,Online,1209.86,No,Medium
39,Female,129582.85,11,17.7,Clothing,3063.08,1.21,Downtown,1378.14,No,High
23,Male,77990.91,8,0.4,Home & Garden,2899.46,0.57,Suburban,909.67,No,Medium
28,Male,49242.07,8,27.0,Sports,962.71,0.61,Mall,1001.01,No,Medium
22,Female,83759.71,9,16.4,Groceries,17274.7,0.68,Mall,1256.33,No,High
34,Male,53008.64,13,26.1,Toys,1198.51,0.88,Downtown,1264.24,Yes,Medium
46,Female,47120.11,10,26.5,Electronics,1059.39,0.6,Airport,1100.43,No,Medium
23,Female,37442.96,9,13.3,Toys,5404.78,0.42,Online,927.71,No,Medium
41,Female,27773.59,8,15.2,Clothing,1390.93,0.66,Downtown,1052.57,No,Medium
28,Male,54873.92,7,12.5,Toys,13965.72,1.19,Online,1093.08,No,Medium
25,Male,72170.17,12,13.5,Groceries,500.0,0.62,Mall,1315.53,Yes,High
33,Male,63541.18,2,26.9,Books,500.0,0.9,Online,854.11,Yes,Medium
22,Male,54164.0,6,23.6,Home & Garden,3514.74,1.58,Downtown,1103.68,Yes,Medium
28,Female,41559.53,6,3.8,Clothing,3347.76,0.99,Airport,756.55,Yes,Medium
20,Male,90389.05,6,18.3,Toys,891.83,1.1,Downtown,966.92,Yes,Medium
58,Male,34516.38,13,29.9,Clothing,3411.23,0.72,Online,1300.75,Yes,Medium
35,Male,98299.01,6,17.9,Clothing,2652.26,1.65,Mall,1045.7,No,Medium
26,Female,40402.49,6,23.6,Books,11051.38,0.84,Suburban,896.11,Yes,Medium
37,Female,45777.03,9,23.1,Electronics,500.0,0.93,Downtown,1074.04,Yes,Medium
33,Male,32027.9,8,10.5,Clothing,18705.03,1.4,Airport,1223.92,No,Medium
32,Male,51898.97,14,11.2,Groceries,4896.06,0.95,Mall,1409.36,No,High
42,Male,108598.35,6,21.7,Books,823.45,1.01,Suburban,1156.95,No,High
44,Male,86298.66,4,15.0,Electronics,500.0,0.92,Suburban,913.25,No,Medium
28,Female,108767.33,9,17.1,Groceries,3862.1,0.92,Airport,1394.76,Yes,High
28,Female,86580.21,7,21.4,Sports,1338.68,1.11,Suburban,1027.42,Yes,Medium
31,Male,38404.13,8,23.3,Toys,1791.71,1.17,Downtown,1084.59,Yes,Medium
18,Male,56520.61,8,8.1,Toys,1406.06,0.81,Online,809.18,No,Medium
18,Female,45145.94,10,4.4,Books,5251.57,0.77,Suburban,921.48,Yes,Medium
51,Male,129708.22,6,8.8,Home & Garden,4031.9,0.82,Suburban,1086.32,No,High
54,Female,36657.05,4,15.2,Groceries,500.0,0.58,Downtown,669.2,Yes,Medium
32,Male,104255.94,10,10.3,Electronics,3738.3,0.52,Online,1234.39,No,High
41,Female,104217.17,10,17.1,Sports,7831.65,1.09,Downtown,1490.49,Yes,High
38,Male,166469.17,5,1.6,Beauty,500.0,1.28,Mall,1255.76,No,High
71,Female,54334.35,7,15.3,Sports,11024.52,1.26,Online,1109.07,Yes,Medium
48,Female,95217.25,8,11.0,Electronics,4317.38,0.3,Downtown,1195.31,No,High
33,Male,200000.0,4,16.0,Groceries,15041.5,0.93,Airport,1376.61,Yes,High
23,Male,48968.59,7,12.7,Home & Garden,801.67,0.67,Suburban,992.49,Yes,Medium
18,Male,30953.31,12,8.5,Home & Garden,25230.02,1.04,Mall,1245.91,No,Medium
37,Male,26049.41,8,27.1,Sports,5167.96,0.87,Suburban,1063.24,Yes,Medium
25,Male,95235.81,6,5.5,Groceries,4190.8,1.18,Mall,996.67,Yes,Medium
18,Male,26008.54,5,20.4,Clothing,3620.92,0.99,Suburban,727.17,No,Low
27,Female,55359.07,8,27.7,Toys,500.0,0.43,Downtown,1047.36,Yes,Medium
22,Male,82984.73,9,16.2,Home & Garden,14037.08,0.71,Online,1344.33,Yes,High
55,Male,73155.53,4,26.3,Clothing,5164.05,1.0,Downtown,1067.1,Yes,Medium
45,Female,82493.74,9,3.7,Clothing,500.0,1.03,Airport,986.92,Yes,High
34,Male,74525.77,6,14.8,Toys,500.0,0.58,Downtown,1240.32,No,Medium
52,Female,126397.65,11,13.7,Toys,500.0,0.54,Suburban,1446.33,No,High
35,Male,41423.23,9,0.2,Groceries,4700.3,1.02,Airport,968.31,No,Medium
24,Female,47536.72,8,13.3,Electronics,4759.79,0.58,Downtown,859.15,Yes,Medium
53,Female,45316.46,8,11.1,Electronics,3462.41,0.5,Online,771.81,No,Medium
41,Female,100997.51,7,20.1,Clothing,1831.94,0.87,Suburban,1135.45,Yes,High
22,Female,104605.83,7,28.1,Home & Garden,3793.69,0.85,Suburban,1383.63,Yes,High
32,Male,83563.99,7,2.6,Groceries,3631.47,0.74,Mall,808.73,No,Medium
24,Female,120511.7,7,9.8,Home & Garden,500.0,0.79,Suburban,1006.09,Yes,High
18,Male,37002.28,12,13.3,Sports,1659.7,1.0,Suburban,1158.56,Yes,Medium
46,Male,153486.41,11,13.7,Electronics,500.0,0.78,Mall,1520.24,No,High
57,Male,142824.89,7,23.2,Electronics,11520.67,1.02,Suburban,1419.52,Yes,High
18,Female,96333.01,4,13.3,Groceries,6458.98,0.89,Downtown,867.03,Yes,Medium
41,Male,162535.99,14,0.8,Clothing,27753.38,1.05,Airport,2016.62,No,High
27,Female,29127.66,10,21.3,Electronics,1798.91,1.26,Airport,1140.75,Yes,Medium
29,Female,51304.37,11,26.5,Home & Garden,10538.62,1.25,Suburban,1248.16,Yes,Medium
27,Female,46170.83,5,15.4,Books,4619.78,1.39,Suburban,790.51,Yes,Medium
24,Female,95654.21,13,17.4,Sports,3017.68,1.25,Mall,1466.87,Yes,High
35,Male,39445.88,8,4.9,Books,1258.83,1.07,Suburban,913.54,Yes,Medium
25,Male,97392.34,5,6.6,Home & Garden,6704.54,0.87,Suburban,1022.34,No,Medium
38,Male,132325.93,7,7.1,Sports,11724.37,0.88,Online,1379.5,Yes,High
34,Male,94405.7,8,12.9,Clothing,1341.41,0.74,Downtown,934.07,No,High
32,Male,76851.54,10,27.8,Beauty,964.23,1.0,Mall,1330.51,Yes,High
24,Male,40693.29,5,15.7,Clothing,5957.29,1.21,Online,1020.56,Yes,Medium
28,Male,43666.21,5,5.8,Clothing,18855.47,0.78,Mall,968.24,No,Medium
44,Female,124562.73,4,8.0,Clothing,6930.57,0.99,Online,1101.98,No,High
41,Female,98462.38,5,11.5,Beauty,1674.43,0.8,Suburban,1186.16,No,Medium
23,Male,65397.91,12,18.7,Beauty,2723.25,1.06,Suburban,1360.21,No,High
36,Female,54111.42,2,13.2,Books,2425.12,0.84,Online,753.03,Yes,Medium
44,Male,24218.0,7,11.8,Home & Garden,9555.93,0.78,Suburban,824.54,Yes,Medium
18,Male,39039.49,9,16.9,Groceries,7378.27,0.8,Mall,936.55,Yes,Medium
41,Female,173418.81,9,7.3,Beauty,4445.51,1.15,Downtown,1432.71,No,High
27,Female,35155.19,7,2.4,Home & Garden,1607.64,0.97,Airport,748.91,Yes,Medium
41,Male,73313.14,10,0.7,Toys,13902.18,0.87,Suburban,1104.64,Yes,Medium
25,Female,110357.16,8,7.5,Clothing,5296.7,1.08,Suburban,1026.61,Yes,High
18,Female,35606.87,10,2.7,Clothing,17612.87,0.88,Suburban,924.04,No,Medium
18,Female,73138.52,10,10.1,Toys,4338.9,1.34,Mall,1184.88,Yes,Medium
35,Female,106586.6,3,23.2,Electronics,8607.23,0.71,Downtown,1126.48,Yes,Medium
38,Female,67104.4,4,21.5,Toys,8386.05,0.94,Mall,965.64,Yes,Medium
24,Male,200000.0,7,18.3,Groceries,2057.38,0.58,Suburban,1495.41,Yes,High
42,Male,28953.77,7,25.6,Toys,16624.06,0.9,Downtown,973.38,Yes,Medium
18,Male,113223.56,8,8.5,Clothing,500.0,0.5,Airport,1063.3,No,High
34,Male,61166.47,4,26.6,Sports,7320.43,1.22,Suburban,1170.75,Yes,Medium
20,Female,98097.32,9,12.0,Groceries,16842.26,1.23,Suburban,1408.71,No,High
27,Male,83150.61,13,12.0,Home & Garden,2069.31,1.24,Suburban,1233.47,Yes,High
35,Female,46220.43,8,12.2,Groceries,5222.19,1.01,Mall,843.39,Yes,Medium
24,Female,74776.09,9,2.9,Beauty,4130.23,0.74,Online,1037.96,No,Medium
30,Female,26338.96,10,29.3,Home & Garden,7167.08,0.76,Downtown,1103.96,No,Medium
47,Female,90163.42,5,4.2,Clothing,10056.22,1.46,Suburban,1052.6,No,Medium
28,Female,77407.16,6,10.2,Toys,4619.66,1.43,Downtown,995.59,Yes,Medium
45,Male,91774.1,5,9.6,Clothing,8461.51,1.04,Airport,1070.7,No,Medium
21,Female,113189.02,10,2.2,Groceries,1871.91,0.85,Suburban,1151.31,No,High
41,Male,80142.79,7,4.6,Electronics,1297.66,1.41,Mall,1006.36,Yes,Medium
52,Female,71811.51,9,1.3,Toys,2816.45,0.79,Suburban,863.59,Yes,Medium
18,Male,42925.49,11,8.8,Clothing,5661.93,1.07,Airport,1179.38,Yes,Medium
25,Female,46706.79,7,26.0,Clothing,1036.64,1.41,Suburban,1073.98,Yes,Medium
41,Female,120707.14,8,10.2,Toys,5702.68,0.75,Online,1272.58,No,High
32,Male,136751.81,9,3.7,Books,2505.15,1.25,Downtown,1212.24,No,High
39,Male,59201.38,9,19.4,Electronics,7937.78,1.16,Suburban,1374.67,Yes,Medium
27,Female,68237.98,5,29.9,Sports,500.0,0.99,Airport,1163.69,No,Medium
36,Female,42423.09,10,7.0,Toys,5512.84,0.7,Mall,751.31,No,Medium
33,Female,119866.48,8,8.4,Electronics,5246.57,0.78,Downtown,1112.25,Yes,High
49,Female,93010.13,11,29.2,Books,14145.62,1.09,Online,1636.13,Yes,High
38,Male,176021.95,8,5.4,Groceries,6247.77,0.57,Suburban,1232.53,No,High
39,Male,42984.45,5,15.3,Home & Garden,7955.58,1.04,Downtown,856.34,Yes,Medium
30,Male,55201.83,9,7.2,Groceries,11747.91,1.16,Suburban,1144.61,No,Medium
29,Female,74867.73,9,28.0,Home & Garden,5620.45,1.3,Suburban,1338.79,Yes,Medium
29,Male,92134.07,9,29.4,Electronics,1713.53,0.58,Airport,1315.01,Yes,High
39,Female,59869.44,5,24.4,Sports,10192.41,1.39,Suburban,1055.02,No,Medium
29,Female,43099.85,10,9.4,Electronics,6883.27,1.51,Suburban,919.72,No,Medium
38,Female,103617.24,10,12.1,Groceries,2762.04,1.12,Suburban,1403.18,Yes,High
59,Female,95637.76,9,7.3,Clothing,6198.5,0.69,Suburban,1218.77,No,High
45,Female,42176.49,8,26.7,Books,10113.0,0.9,Online,1374.54,Yes,Medium
31,Male,131331.07,8,27.4,Clothing,18576.55,0.99,Online,1383.4,Yes,High
49,Female,119713.26,10,12.6,Groceries,15219.52,1.08,Suburban,1568.31,No,High
30,Female,71317.96,10,19.7,Groceries,1967.64,1.01,Downtown,1018.29,Yes,Medium
18,Female,69393.9,3,5.0,Sports,2738.26,1.08,Online,909.04,Yes,Medium
22,Female,87972.91,14,13.0,Groceries,580.07,0.97,Downtown,1445.7,Yes,High
18,Male,43343.14,11,18.9,Books,1422.07,1.08,Downtown,1054.53,Yes,Medium
30,Male,67695.23,8,11.6,Electronics,10703.23,0.86,Downtown,1155.49,Yes,Medium
35,Female,22732.79,8,10.7,Clothing,2238.08,0.9,Downtown,748.51,No,Medium
55,Male,103361.01,8,0.0,Groceries,4845.2,0.83,Airport,1074.6,Yes,High
38,Female,30546.6,9,24.1,Toys,5482.56,1.58,Mall,1208.73,Yes,Medium
32,Female,141416.57,12,26.7,Electronics,7612.39,1.44,Online,1994.61,Yes,High
44,Male,56539.53,13,29.1,Electronics,1009.36,1.17,Downtown,1601.49,Yes,High
18,Female,59989.32,11,21.6,Clothing,1817.87,1.4,Suburban,1253.93,Yes,Medium
37,Male,48722.12,7,16.5,Home & Garden,2974.08,1.24,Online,1101.47,Yes,Medium
44,Female,57741.75,7,8.1,Groceries,2269.4,1.05,Airport,940.64,No,Medium
18,Female,135539.85,5,30.0,Books,20344.91,0.55,Mall,1286.6,Yes,High
48,Female,20000.0,6,17.7,Electronics,9007.26,0.92,Downtown,765.05,No,Medium
39,Male,126277.6,3,20.4,Clothing,3266.62,0.9,Airport,1326.34,Yes,High
30,Male,78965.55,9,20.5,Clothing,10570.94,0.66,Suburban,1257.53,No,Medium
42,Female,36469.97,13,25.4,Home & Garden,2135.89,0.55,Suburban,1288.13,No,Medium
62,Female,38952.53,7,0.3,Home & Garden,7704.89,1.15,Mall,800.71,No,Medium
37,Female,154191.68,7,6.6,Electronics,1265.92,1.1,Mall,1236.6,Yes,High
37,Male,41564.51,11,20.0,Toys,7399.12,0.65,Mall,1129.86,Yes,Medium
29,Male,37461.91,6,26.9,Clothing,3048.2,0.78,Mall,884.21,No,Medium
24,Male,117761.01,9,20.6,Sports,568.64,1.35,Downtown,1272.71,Yes,High
44,Female,78986.46,13,12.4,Groceries,1595.95,0.74,Suburban,1166.08,Yes,High
24,Male,41722.36,11,10.8,Clothing,2573.12,1.05,Mall,1138.61,No,Medium
35,Male,74314.98,11,22.1,Books,6917.35,0.94,Suburban,1300.36,No,High
29,Female,39929.83,8,22.2,Books,500.0,1.15,Suburban,1026.33,Yes,Medium
40,Male,115631.76,12,18.2,Groceries,5387.39,0.74,Downtown,1489.8,No,High
39,Female,113373.25,12,8.7,Groceries,6294.15,1.03,Suburban,1459.04,No,High
47,Female,87008.26,15,27.8,Clothing,5305.45,1.05,Online,1768.37,Yes,High
28,Female,79904.37,4,16.6,Home & Garden,7149.55,1.07,Suburban,874.37,No,Medium
31,Male,160869.59,6,23.7,Clothing,981.1,1.02,Suburban,1478.87,No,High
23,Male,66675.87,5,6.4,Books,4422.79,1.1,Mall,932.22,No,Medium
29,Female,36931.43,8,10.3,Clothing,14163.39,1.66,Downtown,1228.61,Yes,Medium
39,Female,83490.84,10,26.2,Electronics,4718.11,1.77,Online,1369.45,Yes,High
44,Female,189241.41,7,1.5,Clothing,4725.2,0.81,Suburban,1387.89,No,High
23,Male,40149.91,7,15.4,Clothing,6667.36,0.3,Online,970.48,Yes,Medium
45,Female,55660.38,3,14.5,Groceries,2026.36,1.18,Downtown,773.0,No,Medium
51,Female,82123.4,10,22.5,Clothing,6027.8,1.06,Downtown,1386.98,Yes,High
39,Female,64912.98,9,8.5,Sports,12398.63,1.32,Suburban,1271.16,Yes,Medium
57,Female,40806.78,8,6.6,Clothing,500.0,1.09,Suburban,755.57,Yes,Medium
25,Female,116854.42,9,27.8,Sports,10205.45,1.02,Airport,1703.85,Yes,High
20,Female,200000.0,7,17.2,Groceries,1233.46,1.34,Downtown,1685.35,Yes,High
18,Male,73557.38,7,3.1,Beauty,3043.33,1.38,Mall,1046.0,Yes,Medium
52,Female,42434.68,10,5.8,Beauty,9564.48,0.58,Downtown,781.06,No,Medium
